geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
PT|80|14/5/2020|655|2.252259969711304|77|1.3157895|11.755725||||||
SI|80|14/5/2020|429|1.627922892570496|28|0|6.5268064||||||
Toscana|80|14/5/2020|9859|2.687596797943115|973|.93360996||337|-5.3370786|3388|5498|193182|2.1986394
aslCENTRO|80|14/5/2020|4554|2.847588300704956|471|.85653102|||||||
aslNO|80|14/5/2020|3787|3.029234170913696|403|1.2562814|||||||
aslSE|80|14/5/2020|1518|1.853629231452942|91|0|||||||
AR|81|15/5/2020|669|1.985929250717163|45|2.2727273|6.7264576||||||
FI|81|15/5/2020|3371|3.418860673904419|351|.2857143|10.41234||||||
GR|81|15/5/2020|421|1.926438450813293|19|0|4.5130639||||||
LI|81|15/5/2020|541|1.641433238983154|53|0|9.7966728||||||
LU|81|15/5/2020|1336|3.509546279907227|131|.76923078|9.8053894||||||
MS|81|15/5/2020|1037|5.462465763092041|139|0|13.40405||||||
PI|81|15/5/2020|877|2.106021404266357|81|0|9.2360315||||||
PO|81|15/5/2020|546|2.132421016693115|44|0|8.0586081||||||
PT|81|15/5/2020|656|2.255698442459106|77|0|11.737804||||||
SI|81|15/5/2020|429|1.627922892570496|28|0|6.5268064||||||
Toscana|81|15/5/2020|9883|2.694139242172241|976|.30832475||305|-9.4955492|3168|5739|197365|2.1653156
aslCENTRO|81|15/5/2020|4573|2.859468936920166|472|.21231422|||||||
aslNO|81|15/5/2020|3791|3.032433748245239|404|.24813896|||||||
aslSE|81|15/5/2020|1519|1.854850292205811|92|1.0989012|||||||
AR|82|16/5/2020|669|1.985929250717163|45|0|6.7264576||||||
FI|82|16/5/2020|3385|3.433059453964233|351|0|10.369276||||||
GR|82|16/5/2020|421|1.926438450813293|19|0|4.5130639||||||
LI|82|16/5/2020|541|1.641433238983154|53|0|9.7966728||||||
LU|82|16/5/2020|1338|3.514800071716309|131|0|9.7907324||||||
MS|82|16/5/2020|1042|5.488803863525391|141|1.438849|13.53167||||||
PI|82|16/5/2020|877|2.106021404266357|81|0|9.2360315||||||
PO|82|16/5/2020|550|2.148043155670166|45|2.2727273|8.181818||||||
PT|82|16/5/2020|661|2.272891283035278|77|0|11.649016||||||
SI|82|16/5/2020|429|1.627922892570496|28|0|6.5268064||||||
Toscana|82|16/5/2020|9913|2.702317476272583|979|.30737704||300|-1.6393442|2943|5991|200703|1.6912826
aslCENTRO|82|16/5/2020|4596|2.87385082244873|473|.21186441|||||||
aslNO|82|16/5/2020|3798|3.038033008575439|406|.49504951|||||||
aslSE|82|16/5/2020|1519|1.854850292205811|92|0|||||||
AR|83|17/5/2020|671|1.99186635017395|45|0|6.7064085||||||
FI|83|17/5/2020|3403|3.451314926147461|352|.28490028|10.343814||||||
GR|83|17/5/2020|422|1.9310142993927|19|0|4.5023699||||||
LI|83|17/5/2020|541|1.641433238983154|55|3.7735848|10.166359||||||
LU|83|17/5/2020|1348|3.541069030761719|132|.76335877|9.792285||||||
MS|83|17/5/2020|1043|5.494071483612061|141|0|13.518696||||||
PI|83|17/5/2020|878|2.108422994613647|81|0|9.2255125||||||
PO|83|17/5/2020|551|2.151948690414429|45|0|8.1669693||||||
PT|83|17/5/2020|661|2.272891283035278|78|1.2987013|11.800303||||||
SI|83|17/5/2020|430|1.631717562675476|28|0|6.5116277||||||
Toscana|83|17/5/2020|9948|2.711858510971069|984|.5107252||281|-6.3333335|2802|6162|204022|1.6536872
aslCENTRO|83|17/5/2020|4615|2.885731220245361|475|.422833|||||||
aslNO|83|17/5/2020|3810|3.047631740570068|409|.73891628|||||||
aslSE|83|17/5/2020|1523|1.859734773635864|92|0|||||||
AR|84|18/5/2020|674|2.000771760940552|45|0|6.676558||||||
FI|84|18/5/2020|3406|3.454357624053955|355|.85227275|10.422783||||||
GR|84|18/5/2020|422|1.9310142993927|19|0|4.5023699||||||
LI|84|18/5/2020|542|1.644467353820801|55|0|10.147601||||||
LU|84|18/5/2020|1352|3.551576614379883|133|.75757575|9.8372784||||||
MS|84|18/5/2020|1043|5.494071483612061|141|0|13.518696||||||
PI|84|18/5/2020|880|2.113225698471069|82|1.2345679|9.318182||||||
PO|84|18/5/2020|551|2.151948690414429|45|0|8.1669693||||||
PT|84|18/5/2020|661|2.272891283035278|78|0|11.800303||||||
SI|84|18/5/2020|430|1.631717562675476|28|0|6.5116277||||||
Toscana|84|18/5/2020|9961|2.715402364730835|989|.50813007||263|-6.405694|2573|6399|205201|.57787883
aslCENTRO|84|18/5/2020|4618|2.887607097625732|478|.63157892|||||||
aslNO|84|18/5/2020|3817|3.053231239318848|411|.48899755|||||||
aslSE|84|18/5/2020|1526|1.86339807510376|92|0|||||||
AR|85|19/5/2020|674|2.000771760940552|45|0|6.676558||||||
FI|85|19/5/2020|3411|3.459428548812866|357|.5633803|10.466139||||||
GR|85|19/5/2020|423|1.935590147972107|19|0|4.4917259||||||
LI|85|19/5/2020|542|1.644467353820801|55|0|10.147601||||||
LU|85|19/5/2020|1352|3.551576614379883|133|0|9.8372784||||||
MS|85|19/5/2020|1043|5.494071483612061|141|0|13.518696||||||
PI|85|19/5/2020|881|2.11562705039978|83|1.2195122|9.4211121||||||
PO|85|19/5/2020|551|2.151948690414429|45|0|8.1669693||||||
PT|85|19/5/2020|661|2.272891283035278|78|0|11.800303||||||
SI|85|19/5/2020|430|1.631717562675476|28|0|6.5116277||||||
Toscana|85|19/5/2020|9968|2.717310667037964|992|.30333671||246|-6.4638782|2323|6653|209161|1.9298152
aslCENTRO|85|19/5/2020|4623|2.89073371887207|480|.41841003|||||||
aslNO|85|19/5/2020|3818|3.054031133651733|412|.24330901|||||||
aslSE|85|19/5/2020|1527|1.864619135856628|92|0|||||||
AR|86|20/5/2020|675|2.003740310668945|45|0|6.6666665||||||
FI|86|20/5/2020|3413|3.461457014083862|360|.84033614|10.547905||||||
GR|86|20/5/2020|423|1.935590147972107|19|0|4.4917259||||||
LI|86|20/5/2020|543|1.647501468658447|57|3.6363637|10.497237||||||
LU|86|20/5/2020|1352|3.551576614379883|134|.75187969|9.9112425||||||
MS|86|20/5/2020|1044|5.49933910369873|141|0|13.505747||||||
PI|86|20/5/2020|883|2.120429754257202|83|0|9.3997736||||||
PO|86|20/5/2020|555|2.167570829391479|45|0|8.1081085||||||
PT|86|20/5/2020|663|2.279768466949463|78|0|11.764706||||||
SI|86|20/5/2020|431|1.635512232780457|28|0|6.4965196||||||
Toscana|86|20/5/2020|9982|2.721127033233643|998|.60483873||223|-9.3495932|2117|6867|214299|2.456481
aslCENTRO|86|20/5/2020|4631|2.8957359790802|483|.625|||||||
aslNO|86|20/5/2020|3822|3.057230710983276|415|.72815531|||||||
aslSE|86|20/5/2020|1529|1.867061376571655|92|0|||||||
AR|87|21/5/2020|675|2.003740310668945|45|0|6.6666665||||||
FI|87|21/5/2020|3420|3.46855640411377|362|.55555558|10.584795||||||
GR|87|21/5/2020|423|1.935590147972107|20|5.2631578|4.7281322||||||
LI|87|21/5/2020|546|1.656603693962097|57|0|10.439561||||||
LU|87|21/5/2020|1352|3.551576614379883|134|0|9.9112425||||||
MS|87|21/5/2020|1044|5.49933910369873|141|0|13.505747||||||
PI|87|21/5/2020|885|2.125232696533203|84|1.2048193|9.4915257||||||
PO|87|21/5/2020|557|2.175381898880005|45|0|8.0789948||||||
PT|87|21/5/2020|666|2.29008412361145|79|1.2820513|11.861862||||||
SI|87|21/5/2020|432|1.639306902885437|29|3.5714285|6.7129631||||||
Toscana|87|21/5/2020|10000|2.726033926010132|1004|.60120243||210|-5.8295965|1877|7119|218615|2.0140085
aslCENTRO|87|21/5/2020|4643|2.903239488601685|486|.62111801|||||||
aslNO|87|21/5/2020|3827|3.061230182647705|416|.24096386|||||||
aslSE|87|21/5/2020|1530|1.868282437324524|94|2.173913|||||||
AR|88|22/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|88|22/5/2020|3436|3.484783411026001|366|1.1049724|10.651921||||||
GR|88|22/5/2020|423|1.935590147972107|20|0|4.7281322||||||
LI|88|22/5/2020|550|1.668739914894104|57|0|10.363636||||||
LU|88|22/5/2020|1356|3.562084197998047|134|0|9.8820057||||||
MS|88|22/5/2020|1044|5.49933910369873|141|0|13.505747||||||
PI|88|22/5/2020|885|2.125232696533203|85|1.1904762|9.6045198||||||
PO|88|22/5/2020|559|2.18319296836853|45|0|8.0500898||||||
PT|88|22/5/2020|669|2.300400018692017|79|0|11.80867||||||
SI|88|22/5/2020|437|1.658280372619629|29|0|6.6361556||||||
Toscana|88|22/5/2020|10035|2.735574960708618|1009|.49800798||204|-2.8571429|1786|7240|222505|1.7793839
aslCENTRO|88|22/5/2020|4664|2.916370630264282|490|.82304525|||||||
aslNO|88|22/5/2020|3835|3.067629337310791|417|.24038461|||||||
aslSE|88|22/5/2020|1536|1.875609040260315|94|0|||||||
AR|89|23/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|89|23/5/2020|3445|3.493911266326904|367|.27322406|10.65312||||||
GR|89|23/5/2020|423|1.935590147972107|20|0|4.7281322||||||
LI|89|23/5/2020|551|1.67177402973175|58|1.7543859|10.526316||||||
LU|89|23/5/2020|1357|3.564711093902588|134|0|9.8747234||||||
MS|89|23/5/2020|1044|5.49933910369873|141|0|13.505747||||||
PI|89|23/5/2020|885|2.125232696533203|85|0|9.6045198||||||
PO|89|23/5/2020|559|2.18319296836853|45|0|8.0500898||||||
PT|89|23/5/2020|669|2.300400018692017|79|0|11.80867||||||
SI|89|23/5/2020|438|1.662075042724609|29|0|6.6210046||||||
Toscana|89|23/5/2020|10047|2.738846302032471|1011|.19821605||197|-3.4313726|1766|7270|226046|1.5914249
aslCENTRO|89|23/5/2020|4673|2.921998262405396|491|.20408164|||||||
aslNO|89|23/5/2020|3837|3.069229125976563|418|.23980816|||||||
aslSE|89|23/5/2020|1537|1.876830101013184|94|0|||||||
AR|90|24/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|90|24/5/2020|3451|3.499996423721313|369|.54495913|10.692553||||||
GR|90|24/5/2020|423|1.935590147972107|20|0|4.7281322||||||
LI|90|24/5/2020|551|1.67177402973175|58|0|10.526316||||||
LU|90|24/5/2020|1360|3.57259202003479|134|0|9.8529415||||||
MS|90|24/5/2020|1044|5.49933910369873|141|0|13.505747||||||
PI|90|24/5/2020|886|2.127634048461914|85|0|9.5936794||||||
PO|90|24/5/2020|562|2.194909572601318|45|0|8.0071173||||||
PT|90|24/5/2020|671|2.307276964187622|79|0|11.773473||||||
SI|90|24/5/2020|438|1.662075042724609|29|0|6.6210046||||||
Toscana|90|24/5/2020|10062|2.742935180664063|1013|.19782394||186|-5.5837564|1700|7349|229135|1.366536
aslCENTRO|90|24/5/2020|4684|2.928876638412476|493|.40733197|||||||
aslNO|90|24/5/2020|3841|3.072428941726685|418|0|||||||
aslSE|90|24/5/2020|1537|1.876830101013184|94|0|||||||
AR|91|25/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|91|25/5/2020|3451|3.499996423721313|370|.27100271|10.72153||||||
GR|91|25/5/2020|423|1.935590147972107|20|0|4.7281322||||||
LI|91|25/5/2020|552|1.674808144569397|58|0|10.507246||||||
LU|91|25/5/2020|1360|3.57259202003479|134|0|9.8529415||||||
MS|91|25/5/2020|1044|5.49933910369873|141|0|13.505747||||||
PI|91|25/5/2020|888|2.132436752319336|85|0|9.572072||||||
PO|91|25/5/2020|562|2.194909572601318|46|2.2222223|8.1850538||||||
PT|91|25/5/2020|673|2.314154148101807|79|0|11.738484||||||
SI|91|25/5/2020|438|1.662075042724609|29|0|6.6210046||||||
Toscana|91|25/5/2020|10067|2.744298219680786|1015|.19743337||189|1.6129032|1636|7416|230273|.49665046
aslCENTRO|91|25/5/2020|4686|2.930127143859863|495|.40567952|||||||
aslNO|91|25/5/2020|3844|3.074828624725342|418|0|||||||
aslSE|91|25/5/2020|1537|1.876830101013184|94|0|||||||
AR|92|26/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|92|26/5/2020|3452|3.501010656356812|373|.8108108|10.80533||||||
GR|92|26/5/2020|424|1.940165996551514|21|5|4.9528303||||||
LI|92|26/5/2020|553|1.677842140197754|58|0|10.488246||||||
LU|92|26/5/2020|1360|3.57259202003479|135|.74626863|9.9264708||||||
MS|92|26/5/2020|1044|5.49933910369873|142|.70921987|13.601533||||||
PI|92|26/5/2020|888|2.132436752319336|85|0|9.572072||||||
PO|92|26/5/2020|562|2.194909572601318|46|0|8.1850538||||||
PT|92|26/5/2020|673|2.314154148101807|79|0|11.738484||||||
SI|92|26/5/2020|438|1.662075042724609|29|0|6.6210046||||||
Toscana|92|26/5/2020|10070|2.745115995407104|1021|.591133||179|-5.2910051|1522|7527|234796|1.9641904
aslCENTRO|92|26/5/2020|4687|2.930752515792847|498|.60606062|||||||
aslNO|92|26/5/2020|3845|3.075628519058228|420|.47846889|||||||
aslSE|92|26/5/2020|1538|1.878051280975342|95|1.0638298|||||||
AR|93|27/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|93|27/5/2020|3456|3.505067348480225|377|1.072386|10.908565||||||
GR|93|27/5/2020|425|1.94474184513092|21|0|4.9411764||||||
LI|93|27/5/2020|554|1.6808762550354|58|0|10.469314||||||
LU|93|27/5/2020|1361|3.575218915939331|135|0|9.9191771||||||
MS|93|27/5/2020|1045|5.5046067237854|143|.70422536|13.684211||||||
PI|93|27/5/2020|890|2.137239694595337|85|0|9.5505619||||||
PO|93|27/5/2020|564|2.202720642089844|46|0|8.1560287||||||
PT|93|27/5/2020|673|2.314154148101807|79|0|11.738484||||||
SI|93|27/5/2020|438|1.662075042724609|30|3.4482758|6.8493152||||||
Toscana|93|27/5/2020|10082|2.748387336730957|1027|.58765918||163|-8.9385471|1460|7595|238667|1.6486652
aslCENTRO|93|27/5/2020|4693|2.934504270553589|502|.80321288|||||||
aslNO|93|27/5/2020|3850|3.079627990722656|421|.23809524|||||||
aslSE|93|27/5/2020|1539|1.87927234172821|96|1.0526316|||||||
AR|94|28/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|94|28/5/2020|3457|3.506081581115723|379|.53050399|10.963263||||||
GR|94|28/5/2020|425|1.94474184513092|21|0|4.9411764||||||
LI|94|28/5/2020|554|1.6808762550354|58|0|10.469314||||||
LU|94|28/5/2020|1361|3.575218915939331|135|0|9.9191771||||||
MS|94|28/5/2020|1046|5.509873867034912|143|0|13.671128||||||
PI|94|28/5/2020|891|2.139641046524048|85|0|9.5398426||||||
PO|94|28/5/2020|564|2.202720642089844|46|0|8.1560287||||||
PT|94|28/5/2020|674|2.317592620849609|79|0|11.721068||||||
SI|94|28/5/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|94|28/5/2020|10086|2.749477863311768|1029|.19474196||153|-6.1349692|1380|7677|242687|1.6843551
aslCENTRO|94|28/5/2020|4695|2.935754776000977|504|.39840639|||||||
aslNO|94|28/5/2020|3852|3.081227779388428|421|0|||||||
aslSE|94|28/5/2020|1539|1.87927234172821|96|0|||||||
AR|95|29/5/2020|676|2.006708860397339|45|0|6.6568046||||||
FI|95|29/5/2020|3458|3.507095813751221|380|.26385224|10.989011||||||
GR|95|29/5/2020|425|1.94474184513092|21|0|4.9411764||||||
LI|95|29/5/2020|555|1.683910369873047|58|0|10.450451||||||
LU|95|29/5/2020|1361|3.575218915939331|135|0|9.9191771||||||
MS|95|29/5/2020|1046|5.509873867034912|144|.69930071|13.76673||||||
PI|95|29/5/2020|891|2.139641046524048|85|0|9.5398426||||||
PO|95|29/5/2020|564|2.202720642089844|46|0|8.1560287||||||
PT|95|29/5/2020|674|2.317592620849609|79|0|11.721068||||||
SI|95|29/5/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|95|29/5/2020|10088|2.750022888183594|1031|.19436346||142|-7.1895423|1255|7802|246052|1.3865596
aslCENTRO|95|29/5/2020|4696|2.93638014793396|505|.1984127|||||||
aslNO|95|29/5/2020|3853|3.082027673721313|422|.2375297|||||||
aslSE|95|29/5/2020|1539|1.87927234172821|96|0|||||||
AR|96|30/5/2020|676|2.006708860397339|46|2.2222223|6.8047338||||||
FI|96|30/5/2020|3464|3.51318097114563|382|.52631581|11.027714||||||
GR|96|30/5/2020|425|1.94474184513092|21|0|4.9411764||||||
LI|96|30/5/2020|556|1.686944365501404|58|0|10.431655||||||
LU|96|30/5/2020|1361|3.575218915939331|135|0|9.9191771||||||
MS|96|30/5/2020|1049|5.525676727294922|145|.69444442|13.822688||||||
PI|96|30/5/2020|892|2.142042398452759|85|0|9.5291481||||||
PO|96|30/5/2020|564|2.202720642089844|47|2.173913|8.333333||||||
PT|96|30/5/2020|675|2.321031332015991|80|1.2658228|11.851851||||||
SI|96|30/5/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|96|30/5/2020|10100|2.753294229507446|1037|.58195925||133|-6.338028|1166|7897|249441|1.3773512
aslCENTRO|96|30/5/2020|4703|2.940757274627686|509|.79207921|||||||
aslNO|96|30/5/2020|3858|3.086027145385742|423|.23696682|||||||
aslSE|96|30/5/2020|1539|1.87927234172821|97|1.0416666|||||||
AR|97|31/5/2020|676|2.006708860397339|46|0|6.8047338||||||
FI|97|31/5/2020|3467|3.516223669052124|383|.26178011|11.047014||||||
GR|97|31/5/2020|425|1.94474184513092|21|0|4.9411764||||||
LI|97|31/5/2020|556|1.686944365501404|58|0|10.431655||||||
LU|97|31/5/2020|1361|3.575218915939331|135|0|9.9191771||||||
MS|97|31/5/2020|1049|5.525676727294922|148|2.0689654|14.108675||||||
PI|97|31/5/2020|893|2.14444375038147|85|0|9.5184774||||||
PO|97|31/5/2020|564|2.202720642089844|47|0|8.333333||||||
PT|97|31/5/2020|675|2.321031332015991|80|0|11.851851||||||
SI|97|31/5/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|97|31/5/2020|10104|2.754384517669678|1041|.38572806||125|-6.0150375|1111|7952|252090|1.0619745
aslCENTRO|97|31/5/2020|4706|2.942633152008057|510|.19646366|||||||
aslNO|97|31/5/2020|3859|3.086827039718628|426|.70921987|||||||
aslSE|97|31/5/2020|1539|1.87927234172821|97|0|||||||
AR|98|01/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|98|01/6/2020|3468|3.517237901687622|386|.78328979|11.130335||||||
GR|98|01/6/2020|425|1.94474184513092|23|9.5238094|5.4117646||||||
LI|98|01/6/2020|556|1.686944365501404|58|0|10.431655||||||
LU|98|01/6/2020|1362|3.577845811843872|135|0|9.9118938||||||
MS|98|01/6/2020|1049|5.525676727294922|150|1.3513514|14.299333||||||
PI|98|01/6/2020|893|2.14444375038147|85|0|9.5184774||||||
PO|98|01/6/2020|564|2.202720642089844|47|0|8.333333||||||
PT|98|01/6/2020|675|2.321031332015991|80|0|11.851851||||||
SI|98|01/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|98|01/6/2020|10107|2.755202531814575|1048|.67243034||110|-12|1082|7977|253845|.69617993
aslCENTRO|98|01/6/2020|4707|2.943258285522461|513|.58823532|||||||
aslNO|98|01/6/2020|3860|3.087626934051514|428|.46948355|||||||
aslSE|98|01/6/2020|1540|1.880493402481079|99|2.0618556|||||||
AR|99|02/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|99|02/6/2020|3471|3.520280361175537|387|.25906736|11.149525||||||
GR|99|02/6/2020|426|1.949317693710327|23|0|5.3990612||||||
LI|99|02/6/2020|556|1.686944365501404|58|0|10.431655||||||
LU|99|02/6/2020|1363|3.580472707748413|135|0|9.9046221||||||
MS|99|02/6/2020|1049|5.525676727294922|152|1.3333334|14.48999||||||
PI|99|02/6/2020|896|2.151648044586182|86|1.1764706|9.5982141||||||
PO|99|02/6/2020|565|2.206626176834106|48|2.1276596|8.495575||||||
PT|99|02/6/2020|676|2.324469804763794|80|0|11.834319||||||
SI|99|02/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|99|02/6/2020|10117|2.757928371429443|1053|.47709924||110|0|1011|8053|257178|1.3130059
aslCENTRO|99|02/6/2020|4712|2.946384906768799|515|.38986355|||||||
aslNO|99|02/6/2020|3864|3.090826511383057|431|.70093459|||||||
aslSE|99|02/6/2020|1541|1.881714463233948|99|0|||||||
AR|100|03/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|100|03/6/2020|3473|3.522308826446533|387|0|11.143104||||||
GR|100|03/6/2020|426|1.949317693710327|23|0|5.3990612||||||
LI|100|03/6/2020|557|1.68997848033905|59|1.7241379|10.59246||||||
LU|100|03/6/2020|1364|3.583099603652954|135|0|9.8973608||||||
MS|100|03/6/2020|1049|5.525676727294922|153|.65789473|14.58532||||||
PI|100|03/6/2020|896|2.151648044586182|86|0|9.5982141||||||
PO|100|03/6/2020|565|2.206626176834106|48|0|8.495575||||||
PT|100|03/6/2020|676|2.324469804763794|80|0|11.834319||||||
SI|100|03/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|100|03/6/2020|10121|2.759018898010254|1055|.18993352||101|-8.181818|973|8093|259167|.77339429
aslCENTRO|100|03/6/2020|4714|2.947635412216187|515|0|||||||
aslNO|100|03/6/2020|3866|3.092426538467407|433|.46403712|||||||
aslSE|100|03/6/2020|1541|1.881714463233948|99|0|||||||
AR|101|04/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|101|04/6/2020|3473|3.522308826446533|388|.25839794|11.171898||||||
GR|101|04/6/2020|426|1.949317693710327|23|0|5.3990612||||||
LI|101|04/6/2020|557|1.68997848033905|59|0|10.59246||||||
LU|101|04/6/2020|1364|3.583099603652954|135|0|9.8973608||||||
MS|101|04/6/2020|1049|5.525676727294922|156|1.9607843|14.871306||||||
PI|101|04/6/2020|896|2.151648044586182|86|0|9.5982141||||||
PO|101|04/6/2020|565|2.206626176834106|48|0|8.495575||||||
PT|101|04/6/2020|677|2.327908515930176|80|0|11.816839||||||
SI|101|04/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|101|04/6/2020|10122|2.759291410446167|1059|.37914693||89|-11.881188|883|8180|262762|1.3871365
aslCENTRO|101|04/6/2020|4715|2.94826078414917|516|.19417475|||||||
aslNO|101|04/6/2020|3866|3.092426538467407|436|.69284064|||||||
aslSE|101|04/6/2020|1541|1.881714463233948|99|0|||||||
AR|102|05/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|102|05/6/2020|3478|3.527379751205444|389|.25773194|11.184588||||||
GR|102|05/6/2020|426|1.949317693710327|23|0|5.3990612||||||
LI|102|05/6/2020|557|1.68997848033905|59|0|10.59246||||||
LU|102|05/6/2020|1364|3.583099603652954|135|0|9.8973608||||||
MS|102|05/6/2020|1050|5.530944347381592|158|1.2820513|15.047619||||||
PI|102|05/6/2020|896|2.151648044586182|87|1.1627907|9.7098217||||||
PO|102|05/6/2020|566|2.210531711578369|48|0|8.4805651||||||
PT|102|05/6/2020|677|2.327908515930176|80|0|11.816839||||||
SI|102|05/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|102|05/6/2020|10129|2.761199712753296|1063|.37771481||78|-12.35955|857|8209|266508|1.4256247
aslCENTRO|102|05/6/2020|4721|2.952012538909912|517|.19379845|||||||
aslNO|102|05/6/2020|3867|3.093226432800293|439|.6880734|||||||
aslSE|102|05/6/2020|1541|1.881714463233948|99|0|||||||
AR|103|06/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|103|06/6/2020|3482|3.531436681747437|389|0|11.171741||||||
GR|103|06/6/2020|426|1.949317693710327|23|0|5.3990612||||||
LI|103|06/6/2020|557|1.68997848033905|61|3.3898306|10.951526||||||
LU|103|06/6/2020|1364|3.583099603652954|136|.74074072|9.9706745||||||
MS|103|06/6/2020|1050|5.530944347381592|160|1.2658228|15.238095||||||
PI|103|06/6/2020|896|2.151648044586182|87|0|9.7098217||||||
PO|103|06/6/2020|567|2.214437246322632|48|0|8.4656086||||||
PT|103|06/6/2020|677|2.327908515930176|80|0|11.816839||||||
SI|103|06/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|103|06/6/2020|10134|2.76256275177002|1068|.4703669||71|-8.9743586|785|8281|269298|1.0468729
aslCENTRO|103|06/6/2020|4726|2.955138921737671|517|0|||||||
aslNO|103|06/6/2020|3867|3.093226432800293|444|1.1389521|||||||
aslSE|103|06/6/2020|1541|1.881714463233948|99|0|||||||
AR|104|07/6/2020|677|2.009677410125732|46|0|6.7946825||||||
FI|104|07/6/2020|3483|3.532450675964355|390|.25706941|11.197244||||||
GR|104|07/6/2020|426|1.949317693710327|23|0|5.3990612||||||
LI|104|07/6/2020|557|1.68997848033905|61|0|10.951526||||||
LU|104|07/6/2020|1364|3.583099603652954|136|0|9.9706745||||||
MS|104|07/6/2020|1050|5.530944347381592|161|.625|15.333333||||||
PI|104|07/6/2020|896|2.151648044586182|87|0|9.7098217||||||
PO|104|07/6/2020|567|2.214437246322632|48|0|8.4656086||||||
PT|104|07/6/2020|677|2.327908515930176|80|0|11.816839||||||
SI|104|07/6/2020|438|1.662075042724609|30|0|6.8493152||||||
Toscana|104|07/6/2020|10135|2.762835264205933|1070|.18726592||72|1.4084507|750|8315|272106|1.042711
aslCENTRO|104|07/6/2020|4727|2.955764293670654|518|.1934236|||||||
aslNO|104|07/6/2020|3867|3.093226432800293|445|.22522523|||||||
aslSE|104|07/6/2020|1541|1.881714463233948|99|0|||||||
AR|105|08/6/2020|678|2.012645721435547|46|0|6.7846608||||||
FI|105|08/6/2020|3485|3.534479141235352|392|.51282054|11.248206||||||
GR|105|08/6/2020|427|1.953893661499023|23|0|5.3864169||||||
LI|105|08/6/2020|557|1.68997848033905|61|0|10.951526||||||
LU|105|08/6/2020|1364|3.583099603652954|136|0|9.9706745||||||
MS|105|08/6/2020|1050|5.530944347381592|161|0|15.333333||||||
PI|105|08/6/2020|896|2.151648044586182|89|2.2988505|9.9330359||||||
PO|105|08/6/2020|568|2.218342781066895|48|0|8.4507046||||||
PT|105|08/6/2020|678|2.331346988677979|80|0|11.79941||||||
SI|105|08/6/2020|441|1.67345917224884|30|0|6.802721||||||
Toscana|105|08/6/2020|10144|2.765288829803467|1074|.37383178||70|-2.7777777|721|8349|273706|.58800614
aslCENTRO|105|08/6/2020|4731|2.95826530456543|520|.38610038|||||||
aslNO|105|08/6/2020|3867|3.093226432800293|447|.44943821|||||||
aslSE|105|08/6/2020|1546|1.88782000541687|99|0|||||||
AR|106|09/6/2020|678|2.012645721435547|46|0|6.7846608||||||
FI|106|09/6/2020|3486|3.53549337387085|394|.51020408|11.302352||||||
GR|106|09/6/2020|427|1.953893661499023|23|0|5.3864169||||||
LI|106|09/6/2020|557|1.68997848033905|61|0|10.951526||||||
LU|106|09/6/2020|1364|3.583099603652954|136|0|9.9706745||||||
MS|106|09/6/2020|1050|5.530944347381592|161|0|15.333333||||||
PI|106|09/6/2020|896|2.151648044586182|89|0|9.9330359||||||
PO|106|09/6/2020|568|2.218342781066895|48|0|8.4507046||||||
PT|106|09/6/2020|678|2.331346988677979|80|0|11.79941||||||
SI|106|09/6/2020|441|1.67345917224884|31|3.3333333|7.0294785||||||
Toscana|106|09/6/2020|10145|2.76556134223938|1077|.2793296||63|-10|628|8440|277092|1.2370938
aslCENTRO|106|09/6/2020|4732|2.958890676498413|522|.38461539|||||||
aslNO|106|09/6/2020|3867|3.093226432800293|447|0|||||||
aslSE|106|09/6/2020|1546|1.88782000541687|100|1.010101|||||||
AR|107|10/6/2020|678|2.012645721435547|46|0|6.7846608||||||
FI|107|10/6/2020|3487|3.536507606506348|394|0|11.299111||||||
GR|107|10/6/2020|427|1.953893661499023|23|0|5.3864169||||||
